commit,file_name,parent_changed_lines,parent_used_lines,parent_changed_used_lines,parent_methods_used_lines,parent_methods_changed_used_lines,parent_methods_count,parent_lines_hunks,parent_used_lines_hunks,parent_CCN,parent_ND,parent_average_cyclomatic_complexity,parent_average_nloc,parent_average_token_count,parent_nloc,parent_token_count,parent_PDA,parent_LOC,parent_CLOC,parent_PUA,parent_LLOC,parent_LDC,parent_TLLOC,parent_CCL,parent_NOS,parent_NLE,parent_CI,parent_CD,parent_NOI,parent_CC,parent_LLDC,parent_NII,parent_CCO,parent_CLC,parent_TCD,parent_NL,parent_TLOC,parent_CLLC,parent_TCLOC,parent_DLOC,parent_NLM,parent_DIT,parent_NPA,parent_TNLPM,parent_TNLA,parent_NLA,parent_AD,parent_TNLPA,parent_NM,parent_TNG,parent_NLPM,parent_TNM,parent_NOC,parent_NOD,parent_NOP,parent_NLS,parent_NG,parent_TNLG,parent_CBOI,parent_RFC,parent_NLG,parent_TNLS,parent_TNA,parent_NLPA,parent_NOA,parent_WMC,parent_NPM,parent_TNPM,parent_TNS,parent_NA,parent_LCOM5,parent_NS,parent_CBO,parent_TNLM,parent_TNPA,parent_McCC,parent_NUMPAR,parent_Annotation,parent_Declaration,parent_BlockStatement,parent_ArrayCreator,parent_ForControl,parent_InferredFormalParameter,parent_IfStatement,parent_BasicType,parent_ArraySelector,parent_Creator,parent_CatchClauseParameter,parent_Statement,parent_MethodReference,parent_ClassDeclaration,parent_SwitchStatement,parent_EnumBody,parent_Primary,parent_SwitchStatementCase,parent_ElementValuePair,parent_AnnotationDeclaration,parent_TypeDeclaration,parent_ClassCreator,parent_TernaryExpression,parent_ThrowStatement,parent_ConstructorDeclaration,parent_ReferenceType,parent_TryStatement,parent_Invocation,parent_LocalVariableDeclaration,parent_DoStatement,parent_Expression,parent_EnumDeclaration,parent_EnumConstantDeclaration,parent_Literal,parent_EnhancedForControl,parent_ContinueStatement,parent_CatchClause,parent_CompilationUnit,parent_ExplicitConstructorInvocation,parent_Assignment,parent_ReturnStatement,parent_ArrayInitializer,parent_TypeArgument,parent_StatementExpression,parent_MethodInvocation,parent_Member,parent_MethodDeclaration,parent_VariableDeclaration,parent_InterfaceDeclaration,parent_SuperMemberReference,parent_SuperConstructorInvocation,parent_ConstantDeclaration,parent_VariableDeclarator,parent_ForStatement,parent_Documented,parent_MemberReference,parent_Cast,parent_SynchronizedStatement,parent_WhileStatement,parent_TypeParameter,parent_Import,parent_SuperMethodInvocation,parent_ClassReference,parent_ElementArrayValue,parent_FieldDeclaration,parent_This,parent_Type,parent_AnnotationMethod,parent_VoidClassReference,parent_BreakStatement,parent_FormalParameter,parent_BinaryOperation,parent_PackageDeclaration,parent_InnerClassCreator,parent_LambdaExpression,parent_TryResource,parent_AssertStatement,parent_HalsteadTotalOperatorsCnt,parent_HalsteadDistinctOperatorsCnt,parent_HalsteadTotalOparandsCnt,parent_HalsteadDistinctOperandsCnt,parent_HalsteadLength,parent_HalsteadVocabulary,parent_HalsteadVolume,parent_HalsteadDifficulty,parent_HalsteadEffort,current_changed_lines,current_used_lines,current_changed_used_lines,current_methods_used_lines,current_methods_changed_used_lines,current_methods_count,current_lines_hunks,current_used_lines_hunks,current_CCN,current_ND,current_average_cyclomatic_complexity,current_average_nloc,current_average_token_count,current_nloc,current_token_count,current_PDA,current_LOC,current_CLOC,current_PUA,current_LLOC,current_LDC,current_TLLOC,current_CCL,current_NOS,current_NLE,current_CI,current_CD,current_NOI,current_CC,current_LLDC,current_NII,current_CCO,current_CLC,current_TCD,current_NL,current_TLOC,current_CLLC,current_TCLOC,current_DLOC,current_NLM,current_DIT,current_NPA,current_TNLPM,current_TNLA,current_NLA,current_AD,current_TNLPA,current_NM,current_TNG,current_NLPM,current_TNM,current_NOC,current_NOD,current_NOP,current_NLS,current_NG,current_TNLG,current_CBOI,current_RFC,current_NLG,current_TNLS,current_TNA,current_NLPA,current_NOA,current_WMC,current_NPM,current_TNPM,current_TNS,current_NA,current_LCOM5,current_NS,current_CBO,current_TNLM,current_TNPA,current_McCC,current_NUMPAR,current_Annotation,current_Declaration,current_BlockStatement,current_ArrayCreator,current_ForControl,current_InferredFormalParameter,current_IfStatement,current_BasicType,current_ArraySelector,current_Creator,current_CatchClauseParameter,current_Statement,current_MethodReference,current_ClassDeclaration,current_SwitchStatement,current_EnumBody,current_Primary,current_SwitchStatementCase,current_ElementValuePair,current_AnnotationDeclaration,current_TypeDeclaration,current_ClassCreator,current_TernaryExpression,current_ThrowStatement,current_ConstructorDeclaration,current_ReferenceType,current_TryStatement,current_Invocation,current_LocalVariableDeclaration,current_DoStatement,current_Expression,current_EnumDeclaration,current_EnumConstantDeclaration,current_Literal,current_EnhancedForControl,current_ContinueStatement,current_CatchClause,current_CompilationUnit,current_ExplicitConstructorInvocation,current_Assignment,current_ReturnStatement,current_ArrayInitializer,current_TypeArgument,current_StatementExpression,current_MethodInvocation,current_Member,current_MethodDeclaration,current_VariableDeclaration,current_InterfaceDeclaration,current_SuperMemberReference,current_SuperConstructorInvocation,current_ConstantDeclaration,current_VariableDeclarator,current_ForStatement,current_Documented,current_MemberReference,current_Cast,current_SynchronizedStatement,current_WhileStatement,current_TypeParameter,current_Import,current_SuperMethodInvocation,current_ClassReference,current_ElementArrayValue,current_FieldDeclaration,current_This,current_Type,current_AnnotationMethod,current_VoidClassReference,current_BreakStatement,current_FormalParameter,current_BinaryOperation,current_PackageDeclaration,current_InnerClassCreator,current_LambdaExpression,current_TryResource,current_AssertStatement,current_HalsteadTotalOperatorsCnt,current_HalsteadDistinctOperatorsCnt,current_HalsteadTotalOparandsCnt,current_HalsteadDistinctOperandsCnt,current_HalsteadLength,current_HalsteadVocabulary,current_HalsteadVolume,current_HalsteadDifficulty,current_HalsteadEffort,delta_Annotation,delta_Declaration,delta_BlockStatement,delta_ArrayCreator,delta_ForControl,delta_InferredFormalParameter,delta_IfStatement,delta_BasicType,delta_ArraySelector,delta_Creator,delta_CatchClauseParameter,delta_Statement,delta_MethodReference,delta_ClassDeclaration,delta_SwitchStatement,delta_EnumBody,delta_Primary,delta_SwitchStatementCase,delta_ElementValuePair,delta_AnnotationDeclaration,delta_TypeDeclaration,delta_ClassCreator,delta_TernaryExpression,delta_ThrowStatement,delta_ConstructorDeclaration,delta_ReferenceType,delta_TryStatement,delta_Invocation,delta_LocalVariableDeclaration,delta_DoStatement,delta_Expression,delta_EnumDeclaration,delta_EnumConstantDeclaration,delta_Literal,delta_EnhancedForControl,delta_ContinueStatement,delta_CatchClause,delta_CompilationUnit,delta_ExplicitConstructorInvocation,delta_Assignment,delta_ReturnStatement,delta_ArrayInitializer,delta_TypeArgument,delta_StatementExpression,delta_MethodInvocation,delta_Member,delta_MethodDeclaration,delta_VariableDeclaration,delta_InterfaceDeclaration,delta_SuperMemberReference,delta_SuperConstructorInvocation,delta_ConstantDeclaration,delta_VariableDeclarator,delta_ForStatement,delta_Documented,delta_MemberReference,delta_Cast,delta_SynchronizedStatement,delta_WhileStatement,delta_TypeParameter,delta_Import,delta_SuperMethodInvocation,delta_ClassReference,delta_ElementArrayValue,delta_FieldDeclaration,delta_This,delta_Type,delta_AnnotationMethod,delta_VoidClassReference,delta_BreakStatement,delta_FormalParameter,delta_BinaryOperation,delta_PackageDeclaration,delta_InnerClassCreator,delta_LambdaExpression,delta_TryResource,delta_AssertStatement,delta_HalsteadTotalOperatorsCnt,delta_HalsteadDistinctOperatorsCnt,delta_HalsteadTotalOparandsCnt,delta_HalsteadDistinctOperandsCnt,delta_HalsteadLength,delta_HalsteadVocabulary,delta_HalsteadVolume,delta_HalsteadDifficulty,delta_HalsteadEffort,delta_PDA,delta_LOC,delta_CLOC,delta_PUA,delta_LLOC,delta_LDC,delta_TLLOC,delta_CCL,delta_NOS,delta_NLE,delta_CI,delta_CD,delta_NOI,delta_CC,delta_LLDC,delta_NII,delta_CCO,delta_CLC,delta_TCD,delta_NL,delta_TLOC,delta_CLLC,delta_TCLOC,delta_DLOC,delta_NLM,delta_DIT,delta_NPA,delta_TNLPM,delta_TNLA,delta_NLA,delta_AD,delta_TNLPA,delta_NM,delta_TNG,delta_NLPM,delta_TNM,delta_NOC,delta_NOD,delta_NOP,delta_NLS,delta_NG,delta_TNLG,delta_CBOI,delta_RFC,delta_NLG,delta_TNLS,delta_TNA,delta_NLPA,delta_NOA,delta_WMC,delta_NPM,delta_TNPM,delta_TNS,delta_NA,delta_LCOM5,delta_NS,delta_CBO,delta_TNLM,delta_TNPA,delta_McCC,delta_NUMPAR,added_lines+removed_lines,added_lines-removed_lines,used_added_lines+used_removed_lines,used_added_lines-used_removed_lines,ast_diff_condBlockOthersAdd,ast_diff_condBlockRetAdd,ast_diff_condBlockExcAdd,ast_diff_condBlockRem,ast_diff_expLogicExpand,ast_diff_expLogicReduce,ast_diff_expLogicMod,ast_diff_expArithMod,ast_diff_wrapsIf,ast_diff_wrapsIfElse,ast_diff_wrapsElse,ast_diff_wrapsTryCatch,ast_diff_wrapsMethod,ast_diff_wrapsLoop,ast_diff_unwrapIfElse,ast_diff_unwrapMethod,ast_diff_unwrapTryCatch,ast_diff_wrongVarRef,ast_diff_wrongMethodRef,ast_diff_missNullCheckP,ast_diff_missNullCheckN,ast_diff_singleLine,ast_diff_copyPaste,ast_diff_constChange,ast_diff_codeMove,ast_diff_notClassified,ast_diff_binOperatorModif,ast_diff_addassignment,ast_diff_assignAdd,ast_diff_assignRem,ast_diff_assignExpChange,ast_diff_condBranIfAdd,ast_diff_condBranIfElseAdd,ast_diff_condBranElseAdd,ast_diff_condBranCaseAdd,ast_diff_condBranRem,ast_diff_condExpExpand,ast_diff_condExpRed,ast_diff_condExpMod,ast_diff_loopAdd,ast_diff_loopRem,ast_diff_loopCondChange,ast_diff_loopInitChange,ast_diff_mcAdd,ast_diff_mcRem,ast_diff_mcRepl,ast_diff_mcMove,ast_diff_mcParAdd,ast_diff_mcParRem,ast_diff_mcParSwap,ast_diff_mcParValChange,ast_diff_mdAdd,ast_diff_mdRem,ast_diff_mdRen,ast_diff_mdParAdd,ast_diff_mdParRem,ast_diff_mdParTyChange,ast_diff_mdRetTyChange,ast_diff_mdModChange,ast_diff_mdOverride,ast_diff_objInstAdd,ast_diff_objInstRem,ast_diff_objInstMod,ast_diff_exTryCatchAdd,ast_diff_exTryCatchRem,ast_diff_exThrowsAdd,ast_diff_exThrowsRem,ast_diff_retBranchAdd,ast_diff_retRem,ast_diff_retExpChange,ast_diff_varAdd,ast_diff_varRem,ast_diff_varTyChange,ast_diff_varModChange,ast_diff_varReplVar,ast_diff_varReplMc,ast_diff_tyAdd,ast_diff_tyImpInterf
9345b31d1511906438eeb796b26ee65dbe964561,src/java/org/apache/commons/lang/exception/ExceptionUtils.java,1,325,1,283,1,23,1,1,94,0,3.76,11.52,72.28,325,2097,20,623,291,0,308,26,308,1,187,4,2,0.48581,0,0.0836685,0,0,8,0.0417335,0.48581,4,623,0,291,288,24,0,0,19,3,3,1,0,24,14,19,24,0,0,0,0,14,14,0,24,14,0,3,0,0,93,19,19,0,3,1,0,0,24,0,93,31,0,0,53,4,8,0,37,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,38,0,0,0,0,77,0,0,0,0,0,14,38,0,0,32,82,0,0,8,0,0,0,0,41,8,0,169,11,0,6,0,0,0,2,0,0,0,0,0,0,3,0,58,0,0,0,0,0,1279,41,621,121,1900,162,13945.71501,105.2107438,1467239.049,1,325,1,283,1,23,1,1,95,0,3.8,11.52,72.8,325,2110,20,623,291,0,308,26,308,1,187,4,2,0.48581,0,0.0830008,0,0,8,0.0417335,0.48581,4,623,0,291,288,24,0,0,19,3,3,1,0,24,14,19,24,0,0,0,0,14,14,0,24,14,0,3,0,0,94,19,19,0,3,1,0,0,24,0,94,31,0,0,53,4,8,0,37,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,6,0,38,0,0,0,0,77,0,0,0,0,0,14,38,0,0,32,84,0,0,8,0,0,0,0,41,8,0,169,11,0,6,0,0,0,3,0,0,0,0,0,0,3,0,59,0,0,0,0,0,1289,41,625,121,1914,162,14048.47291,105.8884298,1487570.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,4,0,14,0,102.7579,0.67768595,20331.68781,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0006677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
097aa30a36a6ed2e53fc81b1fde53009f2f3e8ad,src/java/org/apache/commons/lang/ArrayUtils.java,3,1427,3,1396,3,155,1,1,519,0,3.326923077,8.961538462,59.26923077,1427,10203,155,3811,2244,0,1419,769,1419,11,912,3,69,0.612613,0,0.50341,0,0,315,0.201784,0.612613,4,3811,0,2244,2244,156,0,19,154,19,19,1,19,156,1,154,156,0,0,0,0,1,1,0,156,1,0,19,19,0,519,154,154,0,19,54,0,0,156,19,519,299,0,0,272,29,44,0,213,0,114,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,0,0,0,0,109,0,0,0,0,529,0,0,0,0,0,95,310,0,0,133,169,0,0,44,0,0,0,0,144,44,0,1254,44,0,9,0,0,0,2,0,0,0,0,0,0,0,0,517,0,0,0,0,0,7097,48,2986,135,10083,183,75780.80147,530.8444444,40227817.46,0,1424,0,1393,0,154,0,0,518,0,3.341935484,9,59.54193548,1424,10183,154,3788,2225,0,1416,769,1416,11,911,3,69,0.611096,0,0.504333,0,0,315,0.20301,0.611096,4,3788,0,2225,2225,155,0,19,153,19,19,1,19,155,1,153,155,0,0,0,0,1,1,0,155,1,0,19,19,0,518,153,153,0,19,54,0,0,155,19,518,298,0,0,272,29,44,0,213,0,114,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,0,0,0,0,109,0,0,0,0,528,0,0,0,0,0,95,309,0,0,133,168,0,0,44,0,0,0,0,144,44,0,1253,44,0,9,0,0,0,2,0,0,0,0,0,0,0,0,516,0,0,0,0,0,7084,48,2979,134,10063,182,75550.93746,533.5522388,40310371.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-13,0,-7,-1,-20,-1,-229.8640051,2.707794362,82554.37239,-1,-23,-19,0,-3,0,-3,0,-1,0,0,-0.001517,0,0.000923,0,0,0,0.001226,-0.001517,0,-23,0,-19,-19,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,-1,3,-3,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
097aa30a36a6ed2e53fc81b1fde53009f2f3e8ad,src/test/org/apache/commons/lang/ArrayUtilsTest.java,47,2015,47,2018,47,129,10,10,140,0,1.129032258,16.15322581,183,2015,23024,29,2511,79,99,2007,1543,2022,31,1348,1,91,0.0381827,0,0.627831,0,0,99,0.614986,0.0379079,1,2526,0,79,62,129,0,0,131,0,0,0.237705,0,129,4,126,134,0,0,0,2,2,4,0,129,2,3,0,0,0,145,126,131,3,0,122,2,0,134,0,145,7,0,0,0,294,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,81,0,6,0,0,16,0,266,0,0,0,0,2691,0,0,0,0,0,79,5,301,0,1060,1982,0,5,0,0,0,1,0,243,0,0,1415,266,0,0,0,0,0,7,0,0,8,0,0,0,0,2,14,0,0,0,0,0,16182,42,8174,399,24356,441,213958.5663,430.2105263,92047227.42,0,1968,0,1971,0,128,0,0,138,0,1.12195122,15.90243902,179.7154472,1968,22435,29,2454,79,98,1960,1451,1975,28,1304,1,83,0.0390702,0,0.602531,0,0,89,0.591762,0.0387825,1,2469,0,79,62,128,0,0,130,0,0,0.239669,0,128,4,125,133,0,0,0,2,2,4,0,128,2,3,0,0,0,143,125,130,3,0,121,2,0,133,0,143,7,0,0,0,285,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,81,0,6,0,0,15,0,250,0,0,0,0,2646,0,0,0,0,0,79,5,293,0,1033,1930,0,5,0,0,0,1,0,234,0,0,1399,258,0,0,0,0,0,7,0,0,8,0,0,0,0,2,14,0,0,0,0,0,15751,42,8006,397,23757,439,208540.7784,423.4911839,88315181.12,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-16,0,0,0,0,-45,0,0,0,0,0,0,0,-8,0,-27,-52,0,0,0,0,0,0,0,-9,0,0,-16,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-431,0,-168,-2,-599,-2,-5417.787932,-6.719342437,-3732046.3,0,-57,0,-1,-47,-92,-47,-3,-44,0,-8,0.0008875,0,-0.0253,0,0,-10,-0.023224,0.0008746,0,-57,0,0,0,-1,0,0,-1,0,0,0.001964,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,-1,-1,0,0,-1,0,0,-1,0,-2,0,47,-47,47,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,77,0,172,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0
beed062120fcde8166d004244f04011158304e2a,src/java/org/apache/commons/lang/StringUtils.java,0,1498,0,1483,0,132,0,0,519,0,3.902255639,11.16541353,70.06015038,1498,9829,130,4687,3116,0,1494,245,1494,8,953,5,20,0.675922,0,0.162828,0,0,75,0.0522722,0.675922,6,4687,0,3116,3056,133,0,2,129,4,4,1,2,133,5,129,133,0,0,0,0,5,5,0,133,5,0,4,2,0,519,129,129,0,4,42,0,0,133,2,519,256,0,0,322,10,36,0,246,0,42,0,0,0,0,0,1,0,0,3,0,0,0,22,15,3,0,0,0,0,135,1,0,0,0,536,0,8,0,0,0,110,303,0,0,134,451,0,0,31,0,0,0,0,149,36,0,1070,3,0,14,0,0,0,0,0,0,0,0,0,0,2,0,477,0,0,0,0,0,6690,49,3259,251,9949,300,81868.51715,318.1095618,26043158.11,0,1498,0,1483,0,132,0,0,519,0,3.902255639,11.16541353,70.06015038,1498,9829,130,4689,3118,0,1494,245,1494,8,953,5,20,0.676062,0,0.162828,0,0,75,0.0522499,0.676062,6,4689,0,3118,3058,133,0,2,129,4,4,1,2,133,5,129,133,0,0,0,0,5,5,0,133,5,0,4,2,0,519,129,129,0,4,42,0,0,133,2,519,256,0,0,322,10,36,0,246,0,42,0,0,0,0,0,1,0,0,3,0,0,0,22,15,3,0,0,0,0,135,1,0,0,0,536,0,8,0,0,0,110,303,0,0,134,451,0,0,31,0,0,0,0,149,36,0,1070,3,0,14,0,0,0,0,0,0,0,0,0,0,2,0,477,0,0,0,0,0,6690,49,3259,251,9949,300,81868.51715,318.1095618,26043158.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,-2.23E-05,0.00014,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd2a1841fc7c9c95af1ce1e6ed3ed0ee3587df19,src/java/org/apache/commons/lang/time/DurationFormatUtils.java,2,345,2,325,2,19,2,2,89,0,4.45,16.35,123.85,345,2633,9,504,147,8,341,31,341,2,233,6,5,0.3713623,5,0.116323,0,4,17,0.070615,0.3713623,12,504,0,147,115,20,0,1,15,10,10,0.942857,1,20,2,15,20,0,0,0,0,2,2,1,25,2,0,10,1,0,89,15,15,0,10,2,0,1,20,1,89,41,0,0,59,1,3,0,43,0,3,0,0,0,0,0,1,0,0,9,0,0,0,4,7,0,0,0,0,0,42,0,0,0,0,133,0,1,0,0,0,77,25,0,0,98,127,0,0,3,0,0,0,0,44,3,0,367,7,0,6,0,0,0,0,0,0,13,0,0,0,8,0,87,0,0,0,0,0,1736,45,948,117,2684,162,19700.15741,182.3076923,3591490.235,3,346,3,325,2,19,3,3,89,0,4.45,16.35,124.25,346,2648,9,504,147,8,341,31,341,2,233,6,5,0.3713623,5,0.116032,0,4,17,0.070615,0.3713623,12,504,0,147,115,20,0,1,15,10,10,0.942857,1,20,2,15,20,0,0,0,0,2,2,1,25,2,0,10,1,0,89,15,15,0,10,2,0,1,20,1,89,41,0,0,59,1,3,0,43,0,3,0,0,0,0,0,1,0,0,9,0,0,0,6,7,0,0,0,0,0,42,0,0,0,0,133,0,1,0,0,0,77,25,0,0,98,127,0,0,3,0,0,0,0,44,3,0,367,7,0,6,0,0,0,0,0,0,13,0,0,0,8,0,87,0,0,0,0,0,1742,45,950,118,2692,163,19782.77619,181.1440678,3583532.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,8,1,82.61878345,-1.163624511,-7957.683522,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a373714575fe012506713e15ba5ebec45ba23bf4,src/java/org/apache/commons/lang/ClassUtils.java,17,447,17,399,14,35,7,7,133,0,3.694444444,11.27777778,74.63888889,447,3203,33,965,489,0,439,30,439,1,241,4,2,0.52694,0,0.0587357,0,0,8,0.0310881,0.52694,4,965,0,489,486,35,0,4,32,8,8,1,4,35,20,32,35,0,0,0,0,20,20,0,35,20,0,8,4,0,131,32,32,0,8,5,0,0,35,4,131,51,0,0,81,3,10,0,61,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,0,30,0,0,0,0,104,0,2,2,0,0,21,76,0,0,38,165,0,0,10,0,0,0,0,34,10,0,222,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1924,43,979,146,2903,189,21953.18976,144.1678082,3164943.251,11,441,11,395,10,35,6,6,133,0,3.694444444,11.13888889,70.86111111,441,3060,33,960,489,0,434,30,434,1,231,4,2,0.529794,0,0.0611082,0,0,8,0.03125,0.529794,4,960,0,489,486,35,0,4,32,8,8,1,4,35,20,32,35,0,0,0,0,20,20,0,35,20,0,8,4,0,131,32,32,0,8,5,0,0,35,4,131,51,0,0,81,3,5,0,61,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,0,26,0,0,0,0,103,5,2,2,0,0,21,76,0,0,38,153,0,0,5,0,0,0,0,25,10,0,221,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1846,43,944,142,2790,185,21012.55427,142.9295775,3003315.504,0,0,0,0,-5,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,-1,5,0,0,0,0,0,0,0,0,0,-12,0,0,-5,0,0,0,0,-9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-78,0,-35,-4,-113,-4,-940.6354827,-1.238230754,-161627.7468,0,-5,0,0,-5,0,-5,0,-10,0,0,0.002854,0,0.0023725,0,0,0,0.0001619,0.002854,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-6,28,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,6,6,0,0,2,17,0,0,2,3,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0
